n,indicator.id,indicator.value,country.id,country.value,countryiso3code,date,value,unit,obs_status,decimal,m
887,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FM,Micronesia, Fed. Sts.,FSM,2020,NA,,,
888,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FM,Micronesia, Fed. Sts.,FSM,2019,NA,,,
889,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FM,Micronesia, Fed. Sts.,FSM,2018,NA,,,
890,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FM,Micronesia, Fed. Sts.,FSM,2017,NA,,,
891,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MD,Moldova,MDA,2021,NA,,,
892,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MD,Moldova,MDA,2020,NA,,,
893,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MD,Moldova,MDA,2019,NA,,,
894,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MD,Moldova,MDA,2018,NA,,,
895,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MD,Moldova,MDA,2017,NA,,,
896,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MC,Monaco,MCO,2021,NA,,,
897,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MC,Monaco,MCO,2020,NA,,,
898,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MC,Monaco,MCO,2019,NA,,,
899,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MC,Monaco,MCO,2018,NA,,,
900,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MC,Monaco,MCO,2017,NA,,,
901,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MN,Mongolia,MNG,2021,NA,,,
902,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MN,Mongolia,MNG,2020,99.18327,,,
903,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MN,Mongolia,MNG,2019,NA,,,
904,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MN,Mongolia,MNG,2018,NA,,,
905,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MN,Mongolia,MNG,2017,NA,,,
906,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ME,Montenegro,MNE,2021,NA,,,
907,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ME,Montenegro,MNE,2020,NA,,,
908,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ME,Montenegro,MNE,2019,NA,,,
909,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ME,Montenegro,MNE,2018,98.84718,,,
910,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ME,Montenegro,MNE,2017,NA,,,
911,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MA,Morocco,MAR,2021,NA,,,
912,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MA,Morocco,MAR,2020,NA,,,
913,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MA,Morocco,MAR,2019,NA,,,
914,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MA,Morocco,MAR,2018,73.75001,,,
915,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MA,Morocco,MAR,2017,NA,,,
916,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MZ,Mozambique,MOZ,2021,NA,,,
917,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MZ,Mozambique,MOZ,2020,NA,,,
918,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MZ,Mozambique,MOZ,2019,NA,,,
919,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MZ,Mozambique,MOZ,2018,NA,,,
920,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MZ,Mozambique,MOZ,2017,60.65543,,,
921,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MM,Myanmar,MMR,2021,NA,,,
922,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MM,Myanmar,MMR,2020,NA,,,
923,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MM,Myanmar,MMR,2019,89.06995,,,
924,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MM,Myanmar,MMR,2018,NA,,,
925,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MM,Myanmar,MMR,2017,NA,,,
926,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NA,Namibia,NAM,2021,NA,,,
927,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NA,Namibia,NAM,2020,NA,,,
928,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NA,Namibia,NAM,2019,NA,,,
929,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NA,Namibia,NAM,2018,91.52727,,,
930,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NA,Namibia,NAM,2017,NA,,,
931,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NR,Nauru,NRU,2021,NA,,,
932,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NR,Nauru,NRU,2020,NA,,,
933,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NR,Nauru,NRU,2019,NA,,,
934,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NR,Nauru,NRU,2018,NA,,,
935,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NR,Nauru,NRU,2017,NA,,,
936,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NP,Nepal,NPL,2021,NA,,,
937,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NP,Nepal,NPL,2020,NA,,,
938,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NP,Nepal,NPL,2019,NA,,,
939,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NP,Nepal,NPL,2018,67.90843,,,
940,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NP,Nepal,NPL,2017,NA,,,
941,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NL,Netherlands,NLD,2021,NA,,,
942,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NL,Netherlands,NLD,2020,NA,,,
943,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NL,Netherlands,NLD,2019,NA,,,
944,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NL,Netherlands,NLD,2018,NA,,,
945,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NL,Netherlands,NLD,2017,NA,,,
946,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NC,New Caledonia,NCL,2021,NA,,,
947,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NC,New Caledonia,NCL,2020,NA,,,
948,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NC,New Caledonia,NCL,2019,NA,,,
949,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NC,New Caledonia,NCL,2018,NA,,,
950,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NC,New Caledonia,NCL,2017,NA,,,
951,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NZ,New Zealand,NZL,2021,NA,,,
952,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NZ,New Zealand,NZL,2020,NA,,,
953,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NZ,New Zealand,NZL,2019,NA,,,
954,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NZ,New Zealand,NZL,2018,NA,,,
955,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NZ,New Zealand,NZL,2017,NA,,,
956,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NI,Nicaragua,NIC,2021,NA,,,
957,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NI,Nicaragua,NIC,2020,NA,,,
958,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NI,Nicaragua,NIC,2019,NA,,,
959,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NI,Nicaragua,NIC,2018,NA,,,
960,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NI,Nicaragua,NIC,2017,NA,,,
961,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NE,Niger,NER,2021,NA,,,
962,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NE,Niger,NER,2020,NA,,,
963,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NE,Niger,NER,2019,NA,,,
964,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NE,Niger,NER,2018,35.05000,,,
965,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NE,Niger,NER,2017,NA,,,
966,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NG,Nigeria,NGA,2021,NA,,,
967,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NG,Nigeria,NGA,2020,NA,,,
968,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NG,Nigeria,NGA,2019,NA,,,
969,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NG,Nigeria,NGA,2018,62.01601,,,
970,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NG,Nigeria,NGA,2017,NA,,,
971,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MK,North Macedonia,MKD,2021,NA,,,
972,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MK,North Macedonia,MKD,2020,NA,,,
973,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MK,North Macedonia,MKD,2019,NA,,,
974,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MK,North Macedonia,MKD,2018,NA,,,
975,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MK,North Macedonia,MKD,2017,NA,,,
976,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MP,Northern Mariana Islands,MNP,2021,NA,,,
977,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MP,Northern Mariana Islands,MNP,2020,NA,,,
978,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MP,Northern Mariana Islands,MNP,2019,NA,,,
979,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MP,Northern Mariana Islands,MNP,2018,NA,,,
980,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MP,Northern Mariana Islands,MNP,2017,NA,,,
981,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NO,Norway,NOR,2021,NA,,,
982,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NO,Norway,NOR,2020,NA,,,
983,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NO,Norway,NOR,2019,NA,,,
984,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NO,Norway,NOR,2018,NA,,,
985,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),NO,Norway,NOR,2017,NA,,,
986,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),OM,Oman,OMN,2021,NA,,,
987,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),OM,Oman,OMN,2020,NA,,,
988,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),OM,Oman,OMN,2019,NA,,,
989,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),OM,Oman,OMN,2018,95.65153,,,
990,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),OM,Oman,OMN,2017,95.57600,,,
991,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PK,Pakistan,PAK,2021,NA,,,
992,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PK,Pakistan,PAK,2020,NA,,,
993,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PK,Pakistan,PAK,2019,57.99886,,,
994,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PK,Pakistan,PAK,2018,57.01057,,,
995,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PK,Pakistan,PAK,2017,59.13205,,,
996,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PW,Palau,PLW,2021,NA,,,
997,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PW,Palau,PLW,2020,NA,,,
998,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PW,Palau,PLW,2019,NA,,,
999,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PW,Palau,PLW,2018,NA,,,
1000,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PW,Palau,PLW,2017,NA,,,
1001,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PA,Panama,PAN,2021,NA,,,
1002,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PA,Panama,PAN,2020,NA,,,
1003,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PA,Panama,PAN,2019,95.73608,,,
1004,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PA,Panama,PAN,2018,95.41181,,,
1005,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PA,Panama,PAN,2017,NA,,,
1006,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PG,Papua New Guinea,PNG,2021,NA,,,
1007,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PG,Papua New Guinea,PNG,2020,NA,,,
1008,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PG,Papua New Guinea,PNG,2019,NA,,,
1009,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PG,Papua New Guinea,PNG,2018,NA,,,
1010,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PG,Papua New Guinea,PNG,2017,NA,,,
1011,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PY,Paraguay,PRY,2021,NA,,,
1012,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PY,Paraguay,PRY,2020,94.54455,,,
1013,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PY,Paraguay,PRY,2019,93.21353,,,
1014,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PY,Paraguay,PRY,2018,94.02080,,,
1015,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PY,Paraguay,PRY,2017,NA,,,
1016,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PE,Peru,PER,2021,NA,,,
1017,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PE,Peru,PER,2020,94.49793,,,
1018,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PE,Peru,PER,2019,NA,,,
1019,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PE,Peru,PER,2018,94.40827,,,
1020,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PE,Peru,PER,2017,94.14961,,,
1021,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PH,Philippines,PHL,2021,NA,,,
1022,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PH,Philippines,PHL,2020,NA,,,
1023,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PH,Philippines,PHL,2019,96.27817,,,
1024,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PH,Philippines,PHL,2018,NA,,,
1025,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PH,Philippines,PHL,2017,NA,,,
1026,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PL,Poland,POL,2021,NA,,,
1027,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PL,Poland,POL,2020,NA,,,
1028,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PL,Poland,POL,2019,NA,,,
1029,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PL,Poland,POL,2018,NA,,,
1030,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PL,Poland,POL,2017,NA,,,
1031,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PT,Portugal,PRT,2021,NA,,,
1032,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PT,Portugal,PRT,2020,NA,,,
1033,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PT,Portugal,PRT,2019,NA,,,
1034,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PT,Portugal,PRT,2018,96.13759,,,
1035,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PT,Portugal,PRT,2017,NA,,,
1036,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PR,Puerto Rico,PRI,2021,NA,,,
1037,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PR,Puerto Rico,PRI,2020,NA,,,
1038,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PR,Puerto Rico,PRI,2019,NA,,,
1039,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PR,Puerto Rico,PRI,2018,NA,,,
1040,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PR,Puerto Rico,PRI,2017,92.39000,,,
1041,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),QA,Qatar,QAT,2021,NA,,,
1042,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),QA,Qatar,QAT,2020,NA,,,
1043,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),QA,Qatar,QAT,2019,NA,,,
1044,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),QA,Qatar,QAT,2018,NA,,,
1045,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),QA,Qatar,QAT,2017,93.46397,,,
1046,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RO,Romania,ROU,2021,NA,,,
1047,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RO,Romania,ROU,2020,NA,,,
1048,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RO,Romania,ROU,2019,NA,,,
1049,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RO,Romania,ROU,2018,98.84450,,,
1050,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RO,Romania,ROU,2017,NA,,,
1051,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RU,Russian Federation,RUS,2021,NA,,,
1052,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RU,Russian Federation,RUS,2020,NA,,,
1053,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RU,Russian Federation,RUS,2019,NA,,,
1054,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RU,Russian Federation,RUS,2018,99.73006,,,
1055,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RU,Russian Federation,RUS,2017,NA,,,
1056,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RW,Rwanda,RWA,2021,NA,,,
1057,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RW,Rwanda,RWA,2020,NA,,,
1058,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RW,Rwanda,RWA,2019,NA,,,
1059,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RW,Rwanda,RWA,2018,73.21559,,,
1060,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RW,Rwanda,RWA,2017,NA,,,
1061,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),WS,Samoa,WSM,2021,NA,,,
1062,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),WS,Samoa,WSM,2020,NA,,,
1063,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),WS,Samoa,WSM,2019,NA,,,
1064,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),WS,Samoa,WSM,2018,99.09577,,,
1065,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),WS,Samoa,WSM,2017,NA,,,
1066,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SM,San Marino,SMR,2021,NA,,,
1067,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SM,San Marino,SMR,2020,NA,,,
1068,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SM,San Marino,SMR,2019,NA,,,
1069,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SM,San Marino,SMR,2018,NA,,,
1070,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SM,San Marino,SMR,2017,NA,,,
1071,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ST,Sao Tome and Principe,STP,2021,NA,,,
1072,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ST,Sao Tome and Principe,STP,2020,NA,,,
1073,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ST,Sao Tome and Principe,STP,2019,NA,,,
1074,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ST,Sao Tome and Principe,STP,2018,92.81664,,,
1075,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ST,Sao Tome and Principe,STP,2017,NA,,,
1076,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SA,Saudi Arabia,SAU,2021,NA,,,
1077,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SA,Saudi Arabia,SAU,2020,97.58507,,,
1078,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SA,Saudi Arabia,SAU,2019,NA,,,
1079,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SA,Saudi Arabia,SAU,2018,NA,,,
1080,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SA,Saudi Arabia,SAU,2017,95.32863,,,
1081,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SN,Senegal,SEN,2021,NA,,,
1082,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SN,Senegal,SEN,2020,NA,,,
1083,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SN,Senegal,SEN,2019,NA,,,
1084,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SN,Senegal,SEN,2018,NA,,,
1085,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SN,Senegal,SEN,2017,51.90042,,,
1086,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RS,Serbia,SRB,2021,NA,,,
1087,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RS,Serbia,SRB,2020,NA,,,
1088,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RS,Serbia,SRB,2019,99.48253,,,
1089,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RS,Serbia,SRB,2018,NA,,,
1090,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),RS,Serbia,SRB,2017,NA,,,
1091,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SC,Seychelles,SYC,2021,NA,,,
1092,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SC,Seychelles,SYC,2020,NA,,,
1093,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SC,Seychelles,SYC,2019,NA,,,
1094,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SC,Seychelles,SYC,2018,95.86771,,,
1095,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SC,Seychelles,SYC,2017,NA,,,
1096,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SL,Sierra Leone,SLE,2021,NA,,,
1097,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SL,Sierra Leone,SLE,2020,NA,,,
1098,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SL,Sierra Leone,SLE,2019,NA,,,
1099,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SL,Sierra Leone,SLE,2018,43.20633,,,
1100,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SL,Sierra Leone,SLE,2017,NA,,,
1101,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SG,Singapore,SGP,2021,NA,,,
1102,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SG,Singapore,SGP,2020,97.13185,,,
1103,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SG,Singapore,SGP,2019,97.47958,,,
1104,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SG,Singapore,SGP,2018,97.34486,,,
1105,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SG,Singapore,SGP,2017,97.20222,,,
1106,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SX,Sint Maarten (Dutch part),SXM,2021,NA,,,
1107,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SX,Sint Maarten (Dutch part),SXM,2020,NA,,,
1108,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SX,Sint Maarten (Dutch part),SXM,2019,NA,,,
1109,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SX,Sint Maarten (Dutch part),SXM,2018,NA,,,
1110,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SX,Sint Maarten (Dutch part),SXM,2017,NA,,,
